mode,question_hash,ts,question_text,computed_answer,chosen_option,correct
percabangan,f1181585585be28d04045bde6d333c1cf4f9e3bc242437d0ca754de7fddc8969,2025-08-24T05:23:39.849004Z,"p <- 3
q <- 1
IF p > q THEN {
cetak (p)
cetak (q)
cetak (p + q)
}
Apa yang tampil di layar?",3 1 4,3 1 4,3 1 4,True
percabangan,227474d240920cbf9c02fdecd37432780c08789eb5e9fa054bafb922264f7d17,2025-08-24T05:23:39.919513Z,"a <- 7
b <- 2
IF a - b > 4 THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",7 2,7 2,7 2,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:40.815273Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,476c20c7d4317f08f88ca2289b41e734cff3b36d891347045619bb7bbe2814ff,2025-08-24T05:23:41.395686Z,"m <- 8
n <- m/2
cetak (n)
m <- n+3
cetak (m)
Apa yang tampil di layar?",4 7,4 7,4 7,True
percabangan,c7a933bdd49c80a50d7a4480f2ecadc6e3cba12c42fd4a21e75faf94bf2fc6dd,2025-08-24T05:23:41.539196Z,"p <- 12
q <- 4
IF p / q > 2 THEN
cetak (p - q)
Apa yang tampil di layar?",8,8,8,True
percabangan,c7a933bdd49c80a50d7a4480f2ecadc6e3cba12c42fd4a21e75faf94bf2fc6dd,2025-08-24T05:23:41.653475Z,"p <- 12
q <- 4
IF p / q > 2 THEN
cetak (p - q)
Apa yang tampil di layar?",8,8,8,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:42.130796Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,e2aed988a6f790c5326759299f3bac31954c6825486e5b18bd0cda9673cd7db2,2025-08-24T05:23:43.252673Z,"x <- 4
y <- 7
cetak (x)
IF x < y THEN
cetak (y)
Apa yang tampil di layar?",4 7,4 7,4 7,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:43.338927Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,40da470557e0ebe07858ccb5f5b1b7ffde3521126c24ef644eb8009c9f2c02bd,2025-08-24T05:23:43.419134Z,"v <- 8
w <- 3
cetak (v / w)
v <- v + w
cetak (v)
Apa yang tampil di layar?",2 11,2 11,2 11,True
percabangan,5bc87a368736f4352d4165aae3b2eba48c201cd5b9d407c70a72d77606273812,2025-08-24T05:23:43.734893Z,"a <- 22
b <- 17
IF a > b THEN
cetak (a - b)
Apa yang tampil di layar?",5,5,5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:44.674520Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,45e1f7fff282b2fe2b92e0fef1783895f6ac502e1ac4b6d65214a1264630f978,2025-08-24T05:23:45.317287Z,"m <- 10
n <- 2
IF m / n > 1 THEN
cetak (m - n)
Apa yang tampil di layar?",8,8,8,True
runtunan,08a258ff8230adf76129f6ac1e7604a31fa6cfdbca114b6a0f82dffc8b61bedb,2025-08-24T05:23:45.439759Z,"rumah <- 6
pohon <- 3
cetak (rumah - pohon)
rumah <- rumah + pohon
cetak (rumah)
Apa yang tampil di layar?",3 9,3 9,3 9,True
percabangan,e4956486d041e6ea89fbb300c29c7302bc8376d4a312b63adf5c712a140f0317,2025-08-24T05:23:45.569872Z,"p <- 3
q <- 6
IF p = q THEN {
cetak(p * q)
} ELSE {
cetak(q / p)
}
Apa yang tampil di layar?",2,2,2,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:45.946723Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:47.172276Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,a160e94046dd09defefa760168ca361fe0b0e1031efed27ac1cee14ea2ce37dc,2025-08-24T05:23:47.309402Z,"m <- 7
n <- 2
IF m / n > 3 THEN {
cetak(m - n)
} ELSE {
cetak(m + n)
}
Apa yang tampil di layar?",5 9,9,9,True
percabangan,dd7db17301bd7f570d25362810903815266fc4c9bcec1db4010e51fe404a069e,2025-08-24T05:23:47.438517Z,"x <- 40
y <- 10
IF x > y THEN {
cetak (x)
cetak (y)
cetak (x / y)
}
Apa yang tampil di layar?",40 10 4,40 10 4,40 10 4,True
runtunan,8cb1d25c6076c362b63a21589fc698a8add5b5c5106a23c6f593fad891413966,2025-08-24T05:23:47.501316Z,"kursi <- 10
lampu <- 5
cetak (kursi - lampu)
kursi <- kursi + lampu
cetak (kursi)
Apa yang tampil di layar?",5 15,5 15,5 15,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:48.385494Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,f1181585585be28d04045bde6d333c1cf4f9e3bc242437d0ca754de7fddc8969,2025-08-24T05:23:49.166998Z,"p <- 3
q <- 1
IF p > q THEN {
cetak (p)
cetak (q)
cetak (p + q)
}
Apa yang tampil di layar?",3 1 4,3 1 4,3 1 4,True
runtunan,badef10fc621a2c4d7177f933fc89d48dd8f2a2690d5d0e5e53cbbd3e6ce8951,2025-08-24T05:23:49.398286Z,"s <- 11
t <- 3
cetak (s + t)
s <- s / t
cetak (s)
Apa yang tampil di layar?",14 3,14 3,14 3,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:49.657717Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:50.868677Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,bc3e5d648b5e302196fab8979776b10c409fde888e862960be5e8ae3ed5aecd9,2025-08-24T05:23:50.934162Z,"a <- 9
b <- 3
IF a / b = 3 THEN
cetak (a - b)
Apa yang tampil di layar?",6,6,6,True
runtunan,96d8cee44b0ba199bfca1f4e193aa481c614094f43199baf7e9aebef9d674b4a,2025-08-24T05:23:51.226276Z,"x <- 1
y <- 2
z <- x+y
cetak (z)
z <- z*3
cetak (z)
Apa yang tampil di layar?",3 9,3 9,3 9,True
percabangan,85c5835aa4928644a51a47697ed3eafbe46581651b00854c2a51cda1190ac714,2025-08-24T05:23:51.302879Z,"m <- 12
n <- 18
IF m < n THEN {
cetak (m)
cetak (n)
cetak (n - m)
}
Apa yang tampil di layar?",12 18 6,12 18 6,12 18 6,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:52.139825Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,8fa5642f593855fd7d4df244b7448af0673c473974acd27c4544090850ae6434,2025-08-24T05:23:52.526366Z,"x <- 5
y <- 5
IF x = y THEN
cetak (x * y)
Apa yang tampil di layar?",25,25,25,True
runtunan,b154aa95968ede2cd216821f698d11515c84f332350cc788f9ff2df0a8abc09a,2025-08-24T05:23:52.952706Z,"a <- 7
b <- 5
c <- a+b
cetak (c)
b <- b*2
cetak (b)
Apa yang tampil di layar?",12 10,12 10,12 10,True
percabangan,7239739a2cd2b36f8754992926e087eb3cae31870bf2e54b7d9323064da19b5c,2025-08-24T05:23:53.029475Z,"a <- 7
b <- 4
IF a < b THEN
cetak (a)
ELSE
cetak (b)
Apa yang tampil di layar?",4,4,4,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:53.363012Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,85b14bf201b72ccb4080474f39f2a5a4d35744e1856f7eb91e92d6881b0f6c08,2025-08-24T05:23:54.509299Z,"x <- 8
y <- 3
cetak(x)
IF x > y THEN {
cetak(x - y)
}
Apa yang tampil di layar?",8 5,8 5,8 5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:54.575713Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,e7fe73466e77587c7beadf987bcec58b8354b84e6183ff9455b3b425ee7c0576,2025-08-24T05:23:54.692878Z,"bola <- 3
kotak <- 6
cetak (kotak - bola)
kotak <- kotak + bola
cetak (kotak)
Apa yang tampil di layar?",3 9,3 9,3 9,True
percabangan,d6c98926d0d0b2a2f598cd05ef296bb47e592acfc9b313c18ae9273cb3218b64,2025-08-24T05:23:55.118085Z,"a <- 2
b <- 7
IF a + b = 9 THEN
cetak (a * b)
Apa yang tampil di layar?",14,14,14,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:55.988556Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,3ff65127d2a13f852e112d711f09ebd9b3da0ac61613cf015b479c83bbd15e38,2025-08-24T05:23:56.431972Z,"p <- 12
q <- 7
IF p > q THEN {
cetak (p)
cetak (p - q)
}
Apa yang tampil di layar?",12 5,12 5,12 5,unknown
runtunan,656989fce423a38b259855bdf18f06b31eac7e89c8d4939cda68b4950feedf83,2025-08-24T05:23:56.720701Z,"a <- 10
b <- a-4
c <- b*2
cetak (c)
b <- b+1
cetak (b)
Apa yang tampil di layar?",12 7,12 7,12 7,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:57.318761Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,0240d80ea846a4a291c410e45af38b75d75706a4bad9fdec3580962e461a80b3,2025-08-24T05:23:58.102275Z,"m <- 12
n <- 3
IF m / n < 5 THEN {
cetak(m - n)
} ELSE {
cetak(m + n)
}
Apa yang tampil di layar?",9,9,9,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:58.526109Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,7cc5957dd0627199ac0d6e4bf82d8a46d3b9237b71b4d3bee7b2622f0329b137,2025-08-24T05:23:58.953706Z,"m <- 9
n <- 4
cetak (m / n)
n <- n + 3
cetak (n)
Apa yang tampil di layar?",2 7,2 7,2 7,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:23:59.841385Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,40bbbd48571c72e9f2add00cd305b58cfab1ea2d5fa147cf1ba5014f0b12a8c6,2025-08-24T05:24:00.600372Z,"rumah <- 7
pohon <- 2
cetak (rumah)
rumah <- rumah + pohon
cetak (rumah)
cetak (pohon)
Apa yang tampil di layar?",7 9 2,7 9 2,7 9 2,True
percabangan,3ff65127d2a13f852e112d711f09ebd9b3da0ac61613cf015b479c83bbd15e38,2025-08-24T05:24:00.675738Z,"p <- 12
q <- 7
IF p > q THEN {
cetak (p)
cetak (p - q)
}
Apa yang tampil di layar?",12 5,12 5,12 5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:01.035117Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:02.313987Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,6ecfec0d62a4c7ff771335511be3966dd9428e792362acc40f1d4ba086c4b152,2025-08-24T05:24:02.440593Z,"buku <- 8
pena <- 2
cetak (buku / pena)
buku <- buku + pena
cetak (buku)
Apa yang tampil di layar?",4 10,4 10,4 10,True
percabangan,d6ba6137f2e34cfa9e05a0982ce18cf11fe9273e4a2f26b1b686dbe95c3e9226,2025-08-24T05:24:03.218610Z,"a <- 5
b <- 5
IF a = b THEN
cetak(a * b)
ELSE
cetak(a + b)
Apa yang tampil di layar?",25,25,25,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:03.452523Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,eae6106e4abd10ac9d6d96420f78208402590f29b89ac09ef944056401832761,2025-08-24T05:24:03.841361Z,"a <- 9
b <- 3
IF a > b THEN {
cetak (a)
cetak (b)
cetak (a / b)
}
Apa yang tampil di layar?",9 3 3,9 3 3,9 3 3,True
runtunan,0f885d5fd0657f82fb90fee41c5ceb55fdf340b140c9d8272dd6a52f4e9093ab,2025-08-24T05:24:04.150220Z,"a <- 6
b <- 4
cetak (a + b)
a <- a * b
cetak (a)
Apa yang tampil di layar?",10 24,10 24,10 24,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:04.864400Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,f9512513b214a5e778e59015fda349bf9e2a784982e0521c60e5548d5d9cddc4,2025-08-24T05:24:05.682728Z,"p <- 50
q <- 25
IF p > q THEN
cetak (p / q)
Apa yang tampil di layar?",2,2,2,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:06.042642Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,20919be84b03f6e9aa2c31a21c8cb98a5ef320f16fe522908e50a2924a453739,2025-08-24T05:24:06.841265Z,"x <- 5
y <- 8
IF x < y THEN
cetak (y - x)
Apa yang tampil di layar?",3,3,3,True
runtunan,48cd986ec59557eb7ce783f929bcf62dcccc9a564cf329f8eccb52520d0a57e2,2025-08-24T05:24:07.037433Z,"lampu <- 5
meja <- 10
cetak (lampu)
lampu <- lampu * 2
cetak (lampu)
Apa yang tampil di layar?",5 10,5 10,5 10,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:07.195885Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,92d7c3eaf2efe0593ad2c92e727e034b21b587fd58e539f3667eb030244a4736,2025-08-24T05:24:07.334768Z,"a <- 5
b <- 10
IF a * b > 40 THEN {
cetak(a + b)
} ELSE {
cetak(b - a)
}
Apa yang tampil di layar?",5,5,5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:08.350354Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,c8dc0d096021b67825f0be6e3b6ed16af805b90e3d0b7344749aff04c138d536,2025-08-24T05:24:08.763706Z,"a <- 5
b <- 3
cetak (a)
cetak (b)
cetak (a + b)
Apa yang tampil di layar?",5 3 8,5 3 8,5 3 8,True
percabangan,939a56f446f840b7a94688ab1d45f05e68f02ec9cfcdda724ab23c9dbe1c6818,2025-08-24T05:24:09.148449Z,"p <- 5
q <- 5
cetak(p + q)
IF p = q THEN {
cetak(p * q)
}
Apa yang tampil di layar?",10 25,10 25,10 25,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:09.597940Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,be9a23fbc9aa61976a3356b59844282223c3c48aa8c863f363b7b493319289fa,2025-08-24T05:24:10.652233Z,"komputer <- 9
mouse <- 3
cetak (komputer / mouse)
mouse <- mouse + komputer
cetak (mouse)
Apa yang tampil di layar?",3 12,3 12,3 12,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:10.776659Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,bdadcf9bfb0540f3019ee484f3fc22dfbeaa084557a63f3e8a2ad8c462822d9a,2025-08-24T05:24:10.851649Z,"x <- 6
y <- 6
IF x = y THEN {
cetak(x * y)
} ELSE {
cetak(x + y)
}
Apa yang tampil di layar?",36,36,36,True
percabangan,88063eebabf5ab870b853628eafd8320e45356f7bea90974a04a46444173131c,2025-08-24T05:24:11.076229Z,"x <- 8
y <- 3
IF x > y THEN {
cetak(x)
} ELSE {
cetak(y)
}
Apa yang tampil di layar?",8,8,8,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:11.978349Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,11d34c8f1b915debd5a45ec9f68684d515cb401d3ed2901c26a4f889f4bb8276,2025-08-24T05:24:12.392922Z,"p <- 7
q <- 5
cetak (p - q)
p <- p + q
cetak (p)
Apa yang tampil di layar?",2 12,2 12,2 12,True
percabangan,85b14bf201b72ccb4080474f39f2a5a4d35744e1856f7eb91e92d6881b0f6c08,2025-08-24T05:24:12.721460Z,"x <- 8
y <- 3
cetak(x)
IF x > y THEN {
cetak(x - y)
}
Apa yang tampil di layar?",8 5,8 5,8 5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:13.229596Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,d007a389894b20a576dc4dde43c8488d2a64b6fc3f85badd7e841641616a5be7,2025-08-24T05:24:13.424058Z,"m <- 8
n <- 2
IF m * n = 16 THEN
cetak(m / n)
ELSE
cetak(m + n)
Apa yang tampil di layar?",4,4,4,True
runtunan,f97733825939c677e402d17335186f9b6c1e8f6eb91bfccc0e7b7a8945e9579c,2025-08-24T05:24:14.099435Z,"kursi <- 10
lampu <- 5
cetak (kursi - lampu)
kursi <- kursi / 5
cetak (kursi)
Apa yang tampil di layar?",5 2,5 2,5 2,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:14.452417Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,0c77b566d87940181d7dce8ddde5fe9d3abe237a4eec1addde37a3e90096146a,2025-08-24T05:24:14.986232Z,"p <- 8
q <- 4
IF p > q THEN {
cetak (p)
cetak (q)
cetak (p * q)
}
Apa yang tampil di layar?",8 4 32,8 4 32,8 4 32,True
percabangan,7239739a2cd2b36f8754992926e087eb3cae31870bf2e54b7d9323064da19b5c,2025-08-24T05:24:15.096379Z,"a <- 7
b <- 4
IF a < b THEN
cetak (a)
ELSE
cetak (b)
Apa yang tampil di layar?",4,4,4,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:15.705717Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,f36a46c810080299755aff8a231cbda4cd66705f043bcb8eabdd3c36fe5a7f9e,2025-08-24T05:24:15.777320Z,"buku <- 4
pena <- 9
cetak (buku)
cetak (pena)
cetak (pena - buku)
Apa yang tampil di layar?",4 9 5,4 9 5,4 9 5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:16.896669Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,5a581fe23ad2ee5c365e3ff956208e5ac3a74f216d1d379854a5f8ea1d4e5ec1,2025-08-24T05:24:17.308359Z,"r <- 8
s <- 5
cetak (r + s)
s <- s - 2
cetak (s)
Apa yang tampil di layar?",13 3,13 3,13 3,True
percabangan,ae471af444ec9a8d476705c594cedd0f34133caa86f696de97b08783ff5cdd32,2025-08-24T05:24:17.640465Z,"m <- 10
n <- 4
IF m / n > 2 THEN {
cetak(m + n)
} ELSE {
cetak(m - n)
}
Apa yang tampil di layar?",14,14,14,True
percabangan,f472367b24541bf9fa0e976f8c3ab8dc75a6ba92e20736d088299532a5e7287a,2025-08-24T05:24:17.939791Z,"m <- 9
n <- 3
IF m - n > 5 THEN
cetak(m + n)
ELSE
cetak(m * n)
Apa yang tampil di layar?",12,12,12,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:18.152552Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,3d7f6be96ec61ae32ba0c9d42ffaf428ef789aa1618aa035cf41b44669d0e725,2025-08-24T05:24:18.990170Z,"t <- 6
u <- 3
cetak (t + u)
t <- t * 2
cetak (t)
Apa yang tampil di layar?",9 12,9 12,9 12,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:19.306578Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,4d1b1d3ec32b8c3252f2c777944f0119c3a0306df10b79a89c711f7c82b2dc7f,2025-08-24T05:24:19.382176Z,"p <- 20
q <- 25
IF q > p THEN
cetak (q)
ELSE
cetak (p)
Apa yang tampil di layar?",25,25,25,True
percabangan,b1e7c5001244cc9a1334875f663999b6363eef3a04768de8a15d16f0fe586e72,2025-08-24T05:24:20.431501Z,"a <- 5
b <- 7
IF a > b THEN {
cetak(a * 2)
} ELSE {
cetak(b - a)
}
Apa yang tampil di layar?",Tidak ada output,2,2,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:20.513988Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,c160257ff9576df28194d1f2e6d66b066370fc9c0bf558d3ebbf1b40b7513f4a,2025-08-24T05:24:21.146629Z,"a <- 16
b <- 8
cetak (a / b)
a <- a / 4
cetak (a)
Apa yang tampil di layar?",2 4,2 4,2 4,True
percabangan,3ff65127d2a13f852e112d711f09ebd9b3da0ac61613cf015b479c83bbd15e38,2025-08-24T05:24:21.480017Z,"p <- 12
q <- 7
IF p > q THEN {
cetak (p)
cetak (p - q)
}
Apa yang tampil di layar?",12 5,12 5,12 5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:21.843274Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,902a22a1099540ec8ae2444405c5c11d7b6a71b56b94d26b9d082681fee3a5a7,2025-08-24T05:24:22.786813Z,"a <- 6
b <- 9
IF a < b THEN
cetak(b - a)
ELSE
cetak(a - b)
Apa yang tampil di layar?",3,3,3,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:23.012730Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,e8abb88ed75bd8dac4787c43b5caf02ce4aa709fd021202e09b418ff91a3250e,2025-08-24T05:24:23.232435Z,"x <- 8
y <- 3
IF x < y THEN
cetak (y)
ELSE {
cetak (x)
cetak (x - y)
}
Apa yang tampil di layar?",8 5,8 5,8 5,True
runtunan,4a5de0f3a5d034277b676d7c0bf6f59c76bb261ee15ebe2d5a8d1f0c96abfef9,2025-08-24T05:24:23.503616Z,"piring <- 7
gelas <- 2
cetak (piring)
cetak (gelas)
cetak (piring - gelas)
Apa yang tampil di layar?",7 2 5,7 2 5,7 2 5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:24.223788Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,7fc6d0edff3b1a3dcf93a9be99237605ec777946a35b52e57fa85ad9d6dd2d69,2025-08-24T05:24:24.927055Z,"p <- 21
q <- 21
IF p = q THEN
cetak (p + q)
Apa yang tampil di layar?",42,42,42,True
percabangan,c7a933bdd49c80a50d7a4480f2ecadc6e3cba12c42fd4a21e75faf94bf2fc6dd,2025-08-24T05:24:25.046158Z,"p <- 12
q <- 4
IF p / q > 2 THEN
cetak (p - q)
Apa yang tampil di layar?",8,8,8,True
runtunan,1aa647accf0b9194436c4168aaa37e1a594f84257ce4b04b028562183a1f325f,2025-08-24T05:24:25.104407Z,"a <- 5
b <- 2
c <- a - b
cetak (c)
a <- c * b
cetak (a)
Apa yang tampil di layar?",3 6,3 6,3 6,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:25.400567Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:26.592176Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
runtunan,499ec89df9c8601dcfddb5de23a06b9e0d2d4c68d351af89f274a4f92c68a1ef,2025-08-24T05:24:26.807189Z,"t <- 8
u <- 4
cetak (t - u)
t <- t / 2
cetak (t)
Apa yang tampil di layar?",4 4,4 4,4 4,True
percabangan,076135c9ce10b14ed6839526f8af09ed3522096117471e22aca0b4f7949752c5,2025-08-24T05:24:26.938574Z,"x <- 5
y <- 10
IF x < y THEN {
cetak(y - x)
} ELSE {
cetak(x - y)
}
Apa yang tampil di layar?",5,5,5,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:27.777412Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,bfec09e1d939baddcd79988b631f2171728ec8cab8baab6f6ff9ab8716e3e71b,2025-08-24T05:24:28.249907Z,"x <- 2
y <- 5
IF x < y THEN {
cetak (x)
cetak (y)
cetak (y - x)
}
Apa yang tampil di layar?",2 5 3,2 5 3,2 5 3,True
runtunan,1e16d54f5a7720ca8589e15f0f7f8da0c6f54b0b78d4f780fe965265f601514c,2025-08-24T05:24:28.480661Z,"r <- 5
s <- 2
cetak (r * s)
s <- r + s
cetak (s)
Apa yang tampil di layar?",10 7,10 7,10 7,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:29.067577Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
percabangan,c01b95dfab765dec29d4aaa234de5ad06675260fe3e93d88e54c967f47e30f3c,2025-08-24T05:24:29.940216Z,"a <- 19
b <- 11
IF a > b THEN {
cetak (a)
cetak (a - b)
}
Apa yang tampil di layar?",19 8,19 8,19 8,True
runtunan,8b54c1eecb273679aafa0ac99b4f878d3ae0ab75d82ba301553e398194ef5acf,2025-08-24T05:24:30.067848Z,"komputer <- 8
mouse <- 2
cetak (komputer)
cetak (mouse)
cetak (komputer / mouse)
Apa yang tampil di layar?",8 2 4,8 2 4,8 2 4,True
percabangan,73b054b03b76591be0fc600774f7f3b2d880c160a268f84f1b67860e9aa649f8,2025-08-24T05:24:30.165622Z,"a <- 8
b <- 5
IF a + b > 10 THEN {
cetak(a - b)
} ELSE {
cetak(b - a)
}
Apa yang tampil di layar?",3,3,3,True
runtunan,9a311d4e3340b21030dd86237fa5cf7c481a7e0ef3ced48f9d0f577bf48b0a69,2025-08-24T05:24:30.246757Z,"kucing <- 5
anjing <- 4
ik",Tidak ada output,,,True
